,area,centroid,mean_intensity,perimeter,row,column,circularity
2,3167,"(67.40606251973476, 837.7167666561414)",0.6937758873678931,210.40916292848976,1,10,0.8989357041176707
3,3151,"(68.74611234528722, 1365.324658838464)",0.6999495958332556,213.23759005323592,1,16,0.8708246942411312
4,3127,"(69.57659098177167, 1278.535976974736)",0.7007480702546448,210.99494936611666,1,15,0.8826603661688268
5,3263,"(70.63898253141281, 1725.8510573092246)",0.7038668853995782,213.82337649086284,1,20,0.8968433069000089
6,3273,"(70.11976779712802, 1812.8328750381913)",0.7052401406636593,215.1370849898476,1,21,0.8886388778597684
7,2672,"(66.90905688622755, 1992.754491017964)",0.6981346131266878,191.92388155425118,1,23,0.9115663414976949
8,2942,"(69.94493541808293, 1547.006798096533)",0.7016008850855093,200.99494936611666,1,18,0.915128842364243
9,2884,"(70.61546463245493, 746.0180305131762)",0.6875948437627478,204.40916292848976,1,9,0.8673700071024099
10,3133,"(70.3724864347271, 1905.487392275774)",0.7062077943210479,208.99494936611666,1,22,0.9013608212536257
11,2834,"(69.0818630910374, 2526.202187720536)",0.6992749110935834,199.8233764908628,1,29,0.8919019709952687
12,2949,"(69.26924381146151, 2970.3472363513056)",0.6935990265892725,202.16652224137044,1,34,0.9067053037188852
13,2976,"(69.49227150537635, 3237.8790322580644)",0.6820551338815096,204.3086578651014,1,37,0.8959200361862294
14,2872,"(71.24303621169916, 924.9376740947075)",0.6940220656507727,200.16652224137047,1,11,0.9007648119092418
15,2913,"(71.64057672502575, 1013.6446961894953)",0.695322523104676,201.82337649086287,1,12,0.8986848354954614
16,2930,"(70.92866894197952, 1101.818771331058)",0.6969256508063977,201.92388155425118,1,13,0.9030298624805999
17,3099,"(72.15359793481768, 1193.271700548564)",0.7000942745604211,208.16652224137044,1,14,0.8986894986379019
18,2929,"(70.4571526118129, 2166.8125640150224)",0.7027654489586889,199.82337649086284,1,25,0.921799884631313
19,2740,"(69.642700729927, 2256.1120437956206)",0.6995806497781594,196.16652224137044,1,26,0.8947684070748392
20,2900,"(70.65586206896552, 2433.7789655172414)",0.7005341446923596,202.99494936611666,1,28,0.8843769134089142
21,2659,"(69.23542685220008, 2700.5723956374577)",0.6944966779491036,191.92388155425118,1,31,0.9071313256146596
22,2948,"(71.49592944369064, 3498.9687924016284)",0.6860962566844919,208.7228714274745,1,40,0.8503491102945319
23,2600,"(69.42423076923077, 3677.839615384615)",0.6709079939668176,190.7523086789974,1,42,0.8979323249088639
24,3763,"(75.60988572947117, 4212.675524847196)",0.6208135978281826,240.37972567696687,1,48,0.8183675717642076
25,2866,"(72.39043963712491, 664.2348220516399)",0.6883830713024918,203.3380951166243,1,8,0.8710609580439548
26,2849,"(72.1067041067041, 1632.2063882063883)",0.7011376540788304,200.06601717798213,1,19,0.8944491594579491
27,2778,"(70.62814974802016, 2614.9542836573073)",0.6989440844732421,198.40916292848976,1,30,0.8867856479003413
28,2732,"(70.24633967789165, 3587.8349194729135)",0.6791620015502541,196.50966799187808,1,41,0.8890428943755908
29,2535,"(68.88402366863906, 3768.314792899408)",0.6694635881966199,190.095454429505,1,43,0.8815447501856648
30,3628,"(75.46554575523705, 44.7651598676957)",0.6314287567287113,229.7228714274745,1,1,0.8639103362945396
31,2660,"(72.61278195488721, 482.22518796992483)",0.6841972578505087,197.92388155425118,1,6,0.8532869461580171
32,2557,"(71.17520531873289, 2079.8013296832223)",0.700828943231575,189.82337649086284,1,24,0.8917460693556312
33,2715,"(70.19558011049723, 2791.2567219152857)",0.6880179106633445,196.99494936611666,1,32,0.8791632272463337
34,2789,"(71.94872714234492, 2876.9723915381855)",0.6939011101034175,199.58073580374355,1,33,0.8798753266360998
35,2749,"(70.8086576937068, 3059.236813386686)",0.6857466886354396,195.92388155425118,1,35,0.8999323243694046
36,2814,"(71.34683724235963, 3144.088486140725)",0.6901723873629053,196.99494936611666,1,36,0.9112211128807304
37,2539,"(70.27451752658527, 4032.4690823158726)",0.6419386974955402,193.06601717798213,1,46,0.8559746241256194
38,3176,"(74.89735516372797, 4118.714420654912)",0.6357904874796266,215.7228714274745,1,47,0.8576260675253973
39,2637,"(72.67918088737201, 305.6530147895336)",0.6644315063909524,195.58073580374355,1,4,0.8662990586178548
40,2700,"(72.85518518518519, 570.3711111111111)",0.6856122004357298,194.16652224137044,1,7,0.8999635585850063
41,2481,"(70.81096332124143, 3854.4816606207173)",0.6575432107546768,186.75230867899737,1,44,0.8939323819958906
42,2615,"(72.33804971319312, 3413.2309751434036)",0.6690211074869719,190.16652224137044,1,39,0.908685145980129
43,2883,"(75.4346167186958, 1456.5719736385709)",0.7034135194140091,200.99494936611666,1,17,0.896776496443274
44,2730,"(73.9981684981685, 2345.8567765567764)",0.6993133663721899,194.99494936611666,1,27,0.9022477042495051
45,2582,"(76.93764523625097, 218.37451587916343)",0.6493917164077095,194.50966799187808,1,3,0.8575979156888668
46,2414,"(75.64788732394366, 393.86039768019884)",0.6740744350764333,186.50966799187808,1,5,0.8720561150249277
47,2282,"(72.61130587204207, 3941.3957055214723)",0.6549878847244418,182.82337649086287,1,45,0.8579501472754976
48,2273,"(76.09854817421909, 3323.0932688077432)",0.6584560440982377,176.61017305526642,1,38,0.9157519825868184
49,2648,"(83.93768882175226, 132.56948640483384)",0.6396703394348676,195.82337649086284,1,2,0.8677582983789133
